datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunset,moonphase,conditions,description,icon,stations,source,name
23-04-2021,38,21,30.6,35.4,21,29.3,7,24.7,0,0,0,,0,0,30.2,7.6,40,1010.5,43.4,3.6,302.6,26.1,10,05:48:35,18:35:44,0.37,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
24-04-2021,40,24,32.3,37,24,30.8,8.5,27.1,0,0,0,,0,0,22.7,12.9,303,1009.5,41.2,3.8,307.5,26.4,10,05:47:51,18:36:05,0.4,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
25-04-2021,40,25,33.2,37.2,25,31.3,6.3,20.1,0,0,0,,0,0,35.3,14.8,43,1009.5,21.2,3.8,312.8,27,10,05:47:08,18:36:27,0.44,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
26-04-2021,40,24,32.7,36.6,24,30.7,3.1,18.2,0,0,0,,0,0,26.3,18.3,35,1009,41.3,3.9,314.4,27,10,05:46:26,18:36:50,0.47,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
27-04-2021,40,24,32.5,37.2,24,31,8.3,25.7,0,0,0,,0,0,22.7,14.8,245.3,1009.5,35.7,3.8,311.1,26.8,10,05:45:45,18:37:12,0.5,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
28-04-2021,42,24,33.3,38.5,24,31.4,5.8,21.4,0,0,0,,0,0,22.3,14.7,299.5,1009.7,22.7,3.9,312.6,26.9,10,05:45:04,18:37:35,0.54,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
29-04-2021,41,24,33,37.9,24,31.1,4.4,18.5,0,0,0,,0,0,19.4,14.8,355.8,1009,37.7,3.5,310.9,26.9,10,05:44:24,18:37:58,0.57,Partially cloudy,Becoming cloudy in the af...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
30-04-2021,40,25,33.2,37.9,25,31.7,9.2,25,0,0,0,,0,0,21.2,11.2,176.8,1008.2,31.9,3.8,297,25.7,10,05:43:45,18:38:21,0.61,Partially cloudy,Becoming cloudy in the af...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
01-05-2021,40,25,32.3,38.1,25,31.1,10.1,27.1,0,0,0,,0,0,21.2,36,356.9,1008.9,55,3.3,293.8,25.5,10,05:43:07,18:38:44,0.64,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
02-05-2021,36,24,29.1,34.5,24,28.8,15.6,47.7,0.3,100,4.17,rain,0,0,46.4,27.7,248.6,1010.6,74.9,3.1,280.9,24.2,9,05:42:30,18:39:08,0.67,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
03-05-2021,38,25,29.7,36.6,25,29.3,14.8,43.2,1.3,100,8.33,rain,0,0,46.4,28.1,293.8,1009.5,46.7,3.7,291.8,24.9,10,05:41:53,18:39:31,0.71,"Rain, Partially cloudy",Becoming cloudy in the af...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
04-05-2021,39,24,31.4,37.1,24,30.8,14,38.6,0,0,0,,0,0,20.9,12.9,141.1,1008.5,48.6,4.1,288.2,24.9,9,05:41:18,18:39:55,0.75,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
05-05-2021,40,28,33.6,40,28,33,13.6,32.3,0,0,0,,0,0,21.2,16.5,219.2,1007.4,40.3,3.8,283.7,24.4,9,05:40:43,18:40:20,0.78,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
06-05-2021,39,28,32,38.4,28.3,32.2,16.3,40.5,0,0,0,,0,0,32.4,18.3,189.8,1008.6,33.7,3.8,270.5,23.4,9,05:40:10,18:40:44,0.81,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
07-05-2021,37,25,31.1,38.6,25,32.3,18.6,49.1,0.6,100,8.33,rain,0,0,33.1,14.8,184.1,1009.5,40.5,3.7,287,24.8,9,05:39:37,18:41:08,0.85,"Rain, Partially cloudy",Becoming cloudy in the af...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
08-05-2021,38,24.3,29.8,39.8,24.3,31,19.4,55.8,1.1,100,12.5,rain,0,0,27.7,27.7,137.2,1009.6,65.9,3.9,274.7,23.8,10,05:39:05,18:41:33,0.88,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
09-05-2021,37,24,30.5,39.3,24,31.9,19.7,55.2,2,100,12.5,rain,0,0,37.1,18.4,215.8,1007.9,60.3,3.6,278.5,24,9,05:38:34,18:41:58,0.91,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
10-05-2021,37,25,29.9,39.3,25,31,19.1,54.7,0.3,100,12.5,rain,0,0,27.7,13,99.1,1007.5,48.9,3.6,288.2,24.9,9,05:38:04,18:42:23,0.95,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
11-05-2021,38,25,31.7,39.2,25,32.7,18.8,49.2,0.2,100,4.17,rain,0,0,27.7,14.8,75.9,1006.1,42,3.7,276.7,23.9,8,05:37:35,18:42:48,0.98,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
12-05-2021,40,26,33.5,38.1,26,33,13.3,35.7,0,0,0,,0,0,37.1,27.6,245.9,1004.2,34.9,4,311.3,26.9,10,05:37:08,18:43:13,0,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
13-05-2021,40,27,33.6,38.7,26.6,32.2,10,24.6,0,0,0,,0,0,29.5,22.3,302.2,1003.9,50,3.8,277.7,24.1,8,05:36:41,18:43:39,0.05,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
14-05-2021,40,28,32.6,39.5,28,33,16.3,39,0,0,0,,0,0,19.8,67.8,116.6,1004.3,50.4,3.9,271.9,23.6,9,05:36:15,18:44:04,0.08,Partially cloudy,Partly cloudy throughout ...,wind,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
15-05-2021,39,26,32.7,40.4,26,33.9,18.4,45.4,0,0,0,,0,0,31,18.2,144.3,1005.3,44.2,3.9,278.1,24,9,05:35:50,18:44:30,0.12,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
16-05-2021,39,27,32.2,41,29.2,34.6,20.5,53.3,1.1,100,16.67,rain,0,0,45.4,20.5,140.3,1006.2,55.3,4.1,288.5,24.9,9,05:35:26,18:44:56,0.15,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
17-05-2021,36,26,31.1,39.8,26,33.9,21.5,58.4,0.8,100,4.17,rain,0,0,40.7,20.5,150.2,1007,53.8,4.2,262.9,22.7,8,05:35:04,18:45:21,0.19,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
18-05-2021,39,26,31.1,41.4,26,34.2,22,61.4,2.3,100,16.67,rain,0,0,43.9,27.6,184.9,1006.2,65.6,3.7,256.3,22.1,9,05:34:42,18:45:47,0.22,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
19-05-2021,35,24,28.8,39.5,24,32,23.8,76.7,4.6,100,29.17,rain,0,0,49.3,18.4,141.1,1005,63.9,3.4,216.7,18.7,8,05:34:21,18:46:13,0.25,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
20-05-2021,35,25.8,30.3,37.6,25.8,31.5,20,57.7,0,0,0,,0,0,39.2,27.6,260.6,1005.5,50,3.8,250,21.8,8,05:34:02,18:46:39,0.25,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
21-05-2021,38,24,31.5,37.3,24,31.4,15.9,42.6,0,0,0,,0,0,29.5,13,32.9,1006.6,28,3.9,306.2,26.5,10,05:33:44,18:47:04,0.32,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
22-05-2021,39.4,25,32.2,38.8,25,32.4,16.5,41.8,0,0,0,,0,0,30.2,14.8,356.7,1005.3,38.2,3.7,269.7,23.3,9,05:33:26,18:47:30,0.36,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
23-05-2021,39,28,33.1,38.4,29.2,33.7,16.8,40,0,0,0,,0,0,35.6,24.1,310.8,1006,57.2,3.2,274.8,23.7,9,05:33:10,18:47:56,0.39,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
24-05-2021,40,28,34,40.4,28.6,33.5,13.4,32.1,0,0,0,,0,0,42.5,24.1,341.9,1005.7,43.3,3.4,281.8,24.4,9,05:32:55,18:48:21,0.43,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
25-05-2021,39,29,33.2,36.1,27.7,31.3,7,20.7,0,0,0,,0,0,45.7,18.4,342.3,1003.4,61.3,3.8,285.4,24.5,9,05:32:41,18:48:47,0.46,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
26-05-2021,41,26,33.6,39.1,26,32.5,10.3,25.5,0,0,0,,0,0,52.6,27.7,328.3,1000.8,44.6,3.7,299.6,25.8,9,05:32:28,18:49:12,0.5,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
27-05-2021,41,29,34.6,39.8,28.8,34.4,14.5,31.7,0,0,0,,0,0,46.4,24,316.4,1001.1,49.8,3.9,249.5,21.5,8,05:32:16,18:49:38,0.53,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
28-05-2021,41,28,34.5,43.2,28.3,34.7,15.2,33.1,0,0,0,,0,0,38.2,24,293.9,1003.4,43.6,4.1,238.2,20.4,8,05:32:05,18:50:03,0.56,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
29-05-2021,42,29,34.2,41.6,29.5,34.9,16.9,37.2,0,0,0,,0,0,33.8,29.5,298.4,1004.7,48.4,3.8,260.1,22.5,9,05:31:56,18:50:27,0.59,Partially cloudy,Becoming cloudy in the af...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
30-05-2021,41,29,34.2,41.5,29.8,35.3,17.8,39.9,0.1,100,4.17,rain,0,0,37.1,31.7,284.8,1005.5,57.1,4.1,240.9,20.9,8,05:31:47,18:50:52,0.63,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
31-05-2021,39,29,33.9,39.8,30.3,35.2,17.9,40.1,1.7,100,8.33,rain,0,0,29.9,18.4,335,1003.7,64.8,3.5,219,18.8,7,05:31:40,18:51:17,0.66,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
