datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunset,moonphase,conditions,description,icon,stations,source,name
21-11-2023,30.3,17,23.9,31.3,17,24.2,17.7,70,0,0,0,,0,0,23.8,11.1,45.2,1015.9,8.5,3.2,203.7,17.5,8,06:27:40,17:31:02,0.28,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
22-11-2023,31,18,23.9,31.8,18,24.1,17.5,69.6,0,0,0,,0,0,21.6,7.6,21.8,1014.9,3.9,3.1,199.9,17.1,7,06:28:18,17:30:54,0.32,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
23-11-2023,30.7,18,23.5,30.9,18,23.7,17.1,69.5,0,0,0,,0,0,23,7.6,57.6,1014,6.5,3,183.9,15.8,7,06:28:57,17:30:48,0.35,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
24-11-2023,30,17.9,23.3,30.8,17.9,23.6,17.2,70.5,0,0,0,,0,0,25.9,9.4,55.4,1015,19.8,2.7,184.3,16,7,06:29:35,17:30:44,0.39,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
25-11-2023,30,18,23.5,30.8,18,23.8,17.3,69.6,0,0,0,,0,0,23.8,7.6,40,1016.8,24.9,2.8,192.3,16.7,7,06:30:14,17:30:41,0.42,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
26-11-2023,29,17,22.9,29.8,17,23.1,16.3,67.3,0,0,0,,0,0,24.8,7.6,78.1,1017,51.7,2.7,182.4,15.6,6,06:30:53,17:30:39,0.46,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
27-11-2023,24,19,21.7,24,19,21.7,16.9,74.3,4.3,100,45.83,rain,0,0,25.9,7.6,29.1,1016,90,2.2,88.9,7.6,4,06:31:33,17:30:38,0.5,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
28-11-2023,21,16.8,18.8,21,16.8,18.8,17.3,91.7,10.5,100,54.17,rain,0,0,50,13,62.4,1015,90.2,1.5,96.1,8.4,4,06:32:12,17:30:39,0.53,"Rain, Overcast",Cloudy skies throughout t...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
29-11-2023,27,18.8,22.1,29.2,18.8,22.2,20,88.7,3.5,100,62.5,rain,0,0,28.4,8.4,41.7,1015.3,75.2,1.9,123.4,10.5,6,10,06:32:51,17:30:41,0.56,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs
30-11-2023,30,19,24.1,33.3,19,24.6,20.3,80.7,0.4,100,8.33,rain,0,0,23,9.4,92.5,1015.3,68.7,2.8,133.1,11.5,6,10,06:33:31,17:30:45,0.59,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs
01-12-2023,28,21.6,24.6,30.6,21.6,25.2,21.2,81.7,0.3,100,12.5,rain,0,0,19.4,13,357.1,1014.8,81.2,2.7,116.9,10.1,5,06:34:10,17:30:50,0.62,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
02-12-2023,30.7,21,25.3,34.1,21,26.3,20.9,77.5,0.2,100,4.17,rain,0,0,28.1,11.2,63.6,1014.6,23.5,2.6,185.3,16,7,06:34:49,17:30:56,0.66,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
03-12-2023,30,21.2,25.2,33.3,21.2,25.9,19.8,72.7,0,0,0,,0,0,31.3,9.4,59.8,1015.1,51.3,2.8,186.4,16.1,7,06:35:28,17:31:04,0.69,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
04-12-2023,29,20.6,24.8,32,20.6,25.4,19.3,72.1,0,0,0,,0,0,28.1,9.4,57.4,1014,69.4,2.7,177.2,15.3,7,06:36:07,17:31:13,0.72,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
05-12-2023,25,20.9,22.9,25,20.9,22.9,19.2,80,0.1,100,4.17,rain,0,0,31.7,11.2,71.2,1013.5,94,2.6,102.1,8.8,4,06:36:46,17:31:23,0.75,"Rain, Overcast",Cloudy skies throughout t...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
06-12-2023,21,19.6,20.3,21,19.6,20.3,18.9,91.5,7.8,100,75,rain,0,0,36.7,16.6,44.1,1013.8,100,2.2,64.2,5.7,3,06:37:25,17:31:35,0.78,"Rain, Overcast",Cloudy skies throughout t...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
07-12-2023,22.8,19,20.5,22.8,19,20.5,19.4,93.9,0.4,100,8.33,rain,0,0,18.7,5.4,11.4,1014.3,81,2.6,31.1,2.6,1,06:38:03,17:31:47,0.82,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
08-12-2023,25,17.6,20.8,25,17.6,20.8,18.6,87.8,0.8,100,20.83,rain,0,0,16.2,9.4,16.3,1015.4,49.7,2.9,106.6,9.2,4,06:38:41,17:32:02,0.85,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
09-12-2023,27.8,17.2,21.6,28.5,17.2,21.7,17.3,78.2,0,0,0,,0,0,20.2,14.8,355,1016.7,43.6,3.4,156.6,13.7,6,06:39:19,17:32:17,0.88,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
10-12-2023,27,14,20.2,27.5,14,20.3,14.7,72.6,0,0,0,,0,0,17.3,5.8,25.4,1015.6,9,3.5,194.9,16.8,7,06:39:57,17:32:34,0.91,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
11-12-2023,27,14.6,20.4,27.7,14.6,20.5,15.2,73.2,0,0,0,,0,0,18.4,6.3,35.8,1015.8,5.3,3.6,192.6,16.6,7,06:40:34,17:32:52,0.95,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
12-12-2023,28,15,20.9,28.6,15,21,16,75.3,0,0,0,,0,0,17.3,7.6,103.8,1014.6,42.3,2.8,168.9,14.6,7,06:41:10,17:33:11,0.98,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
13-12-2023,28,15.7,21.5,28.9,15.7,21.6,16.4,74.8,0,0,0,,0,0,16.2,9.3,51.3,1015.7,36.7,2.8,171.5,14.8,7,06:41:46,17:33:31,0,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
14-12-2023,28,15,21.1,28.3,15,21.2,14.9,69.2,0,0,0,,0,0,21.2,7.6,27.4,1017.6,12.4,3.2,195,16.6,7,06:42:22,17:33:52,0.05,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
15-12-2023,27.1,13,19.8,27.3,13,19.8,13.6,69.9,0,0,0,,0,0,20.5,5.4,24.4,1018.4,0,3.5,196.7,16.9,7,06:42:57,17:34:15,0.08,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
16-12-2023,27,13,19.5,27.1,13,19.5,13.1,69.5,0,0,0,,0,0,18,5.4,59.1,1017.5,5.1,3,195.4,16.8,7,06:43:32,17:34:38,0.12,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
17-12-2023,27,13.6,19.9,27.1,13.6,19.9,13.7,69.7,0,0,0,,0,0,20.9,7.6,26,1017.4,16,3.1,191.2,16.6,7,06:44:06,17:35:03,0.15,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
18-12-2023,25.3,13,19.2,25.3,13,19.2,10.7,61.1,0,0,0,,0,0,32.4,9.4,37.1,1019.3,17.4,3.6,190.9,16.5,7,06:44:39,17:35:29,0.19,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
19-12-2023,25,11,17.8,25,11,17.8,8.9,58.5,0,0,0,,0,0,32,9.4,38.9,1019.9,45.2,3.8,191.7,16.6,7,06:45:11,17:35:56,0.22,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
20-12-2023,25,10.7,17.5,25,10.7,17.5,9.3,61.1,0,0,0,,0,0,28.1,9.4,25.3,1019.2,51.1,3.4,199.3,17.3,7,06:45:43,17:36:23,0.25,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
21-12-2023,27,10,18.3,26.7,10,18.3,10,62.1,0,0,0,,0,0,22.3,7.6,57.7,1017.7,44.5,3.4,197.4,17.1,7,06:46:14,17:36:52,0.3,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
22-12-2023,28,11.9,19.2,27.5,11.9,19.2,11.7,64.4,0,0,0,,0,0,21.6,5.4,16.8,1016.9,37.7,3.4,194.3,16.7,7,06:46:45,17:37:22,0.33,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
23-12-2023,29,14,20.9,28.6,14,20.9,13.6,65,0,0,0,,0,0,23,7.5,48.8,1017.9,33.8,3.2,196.5,17,7,06:47:14,17:37:52,0.37,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
24-12-2023,28,13.8,20.1,28.6,13.8,20.1,14.5,72.5,0,0,0,,0,0,20.2,5.4,50.5,1019.8,2.9,2.7,195.7,16.9,7,06:47:42,17:38:24,0.4,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
25-12-2023,29,14,20.7,29.1,14,20.7,15.2,72.9,0,0,0,,0,0,18.4,7.6,50,1019.1,0,1.8,195.7,16.9,7,06:48:10,17:38:56,0.44,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
26-12-2023,29,14.8,21.3,29.8,14.8,21.4,15.7,72.6,0,0,0,,0,0,15.8,7.6,29.1,1018.6,0,2.2,195.7,16.9,7,06:48:37,17:39:29,0.47,Clear,Clear conditions througho...,clear-day,"VANP,42867099999,remote",obs,"Nagpur, MH, India"
27-12-2023,29,15.7,21.3,29.8,15.7,21.5,16.2,74.2,0,0,0,,0,0,18,5.4,67.7,1019.1,9.9,1.8,195.2,16.8,7,06:49:03,17:40:03,0.5,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
28-12-2023,28,15.6,21.2,29.2,15.6,21.4,16.4,76,0,0,0,,0,0,20.2,5.4,67.3,1017.9,29.2,1.7,193.6,16.7,7,06:49:27,17:40:37,0.54,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
29-12-2023,28,15,20.9,28.9,15,21.1,16.3,77,0,0,0,,0,0,19.4,7.6,41,1018.1,27.4,1.5,189.4,16.4,7,06:49:51,17:41:12,0.57,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
30-12-2023,28,15.4,21.1,28.9,15.4,21.3,16.6,77.2,0,0,0,,0,0,18,9.4,67.4,1017.3,8.5,1.8,196.8,16.9,7,06:50:14,17:41:48,0.6,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
31-12-2023,28,15,20.8,28.9,15,21,16.2,76.4,0,0,0,,0,0,17.6,7.6,59.5,1016.9,1.5,1.7,196.5,16.9,7,06:50:35,17:42:24,0.64,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
01-01-2024,28.6,15.6,20.9,29.2,15.6,21.1,16.2,76.2,0,0,0,,0,0,20.9,7.6,63,1016.9,0.2,1.9,196.4,16.8,7,06:50:56,17:43:01,0.67,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
02-01-2024,28,15,20.8,28.9,15,21,15.8,74.4,0,0,0,,0,0,20.2,9.4,96.8,1016.2,0.5,2.2,196.7,16.9,7,06:51:15,17:43:39,0.7,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
03-01-2024,27,15,20.7,28.2,15,20.8,16.4,77.9,0,0,0,,0,0,18.7,7.6,100.5,1015.6,14.2,2.1,187.4,16.2,7,06:51:34,17:44:17,0.73,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
04-01-2024,27,16.9,21.2,28.2,16.9,21.2,17.3,79.5,0.4,100,8.33,rain,0,0,20.9,7.2,80.2,1015.7,31.1,1.7,167.7,14.5,6,06:51:51,17:44:55,0.75,"Rain, Partially cloudy",Becoming cloudy in the af...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
05-01-2024,28,16,21.6,28.9,16,21.8,17.3,78.1,0,0,0,,0,0,29.2,7.6,142.6,1015.3,18.8,2.1,161.5,13.9,6,06:52:07,17:45:34,0.8,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
06-01-2024,25,19.6,21.7,25,19.6,21.7,18,79.6,0.3,100,12.5,rain,0,0,23,11.2,57.5,1016.6,61.1,1.9,158,13.7,6,06:52:21,17:46:13,0.83,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
07-01-2024,27,17.7,22,28.5,17.7,22.1,18,78.9,0,0,0,,0,0,25.6,9.4,58.9,1017.4,35.9,1.9,188.3,16.3,7,06:52:35,17:46:53,0.86,Partially cloudy,Becoming cloudy in the af...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
08-01-2024,29,17.6,22.3,29.8,17.6,22.5,17.2,74.4,0,0,0,,0,0,23.8,8.6,58.7,1017.8,11.7,2.3,196.2,16.9,7,06:52:47,17:47:33,0.9,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
09-01-2024,29,16.4,22.5,30.3,16.4,22.7,16.8,71.9,0,0,0,,0,0,23.8,11.2,178,1017.7,51.3,2.3,167.1,14.6,6,06:52:58,17:48:13,0.93,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
10-01-2024,30,19.6,23.7,31.3,19.6,24,18.2,72.7,0.3,100,8.33,rain,0,0,14.8,9.3,343,1016.7,72.2,2.6,127,11,5,06:53:08,17:48:53,0.96,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
11-01-2024,30,18.9,23.5,31.9,18.9,23.9,18.8,75.9,0,0,0,,0,0,19.1,7.6,71.9,1017.6,40.6,2.8,183.3,15.9,7,06:53:16,17:49:33,0,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
12-01-2024,30,18,23.4,31.9,18,23.8,18.2,74.1,0,0,0,,0,0,23,9.4,54.2,1017,15.1,3.3,183.6,16,7,06:53:23,17:50:14,0.03,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
13-01-2024,31,18,23.7,31.8,18,24,17.3,68.7,0,0,0,,0,0,20.5,9.4,62.7,1016.7,13.6,3.1,200.1,17.5,7,06:53:29,17:50:55,0.06,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
14-01-2024,31,17,24.1,33,17,24.6,18.1,70.2,0,0,0,,0,0,20.9,11.2,339.5,1015.5,33.4,3.4,195.7,17,7,06:53:33,17:51:36,0.1,Partially cloudy,Becoming cloudy in the af...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
15-01-2024,29,18,23.2,29.5,18,23.3,16.5,67.4,0,0,0,,0,0,22,7.6,29.6,1014.9,8.8,3.6,209,18,8,06:53:36,17:52:17,0.13,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
16-01-2024,29,15,21.4,28.8,15,21.5,14.4,66.1,0,0,0,,0,0,22.3,11.2,151.4,1013.6,7.2,3.6,211.5,18.2,8,06:53:38,17:52:58,0.17,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
17-01-2024,28,15.2,21.8,30.1,15.2,22.1,17.6,77.8,0.4,100,12.5,rain,0,0,24.5,11.2,140.2,1012.6,35.5,2.4,149.4,12.8,6,06:53:39,17:53:39,0.2,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
18-01-2024,27,20,22.8,28.5,20,23,17.8,74.5,0.9,100,29.17,rain,0,0,24.8,7.6,58.5,1013.9,38,2.5,175.3,15.1,7,06:53:38,17:54:20,0.25,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
19-01-2024,27,18,22.3,28.2,18,22.5,15.2,64.5,0.3,100,8.33,rain,0,0,28.1,9.4,56.6,1015.5,25.2,3.1,194.7,16.7,7,06:53:36,17:55:00,0.27,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
20-01-2024,28.3,17.8,22.4,30.1,17.8,22.8,17.4,73.7,0.4,100,16.67,rain,0,0,36.4,9.4,83,1015.3,51.4,2.6,157.9,13.6,6,06:53:32,17:55:41,0.31,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
21-01-2024,27,18,21.9,28.5,18,22.1,17.1,74.7,0.6,100,12.5,rain,0,0,19.4,9.4,45.8,1016,40.9,2.2,202.7,17.3,7,06:53:27,17:56:22,0.34,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
22-01-2024,27,15.6,21.6,28.5,15.6,21.8,15.4,67.9,0,0,0,,0,0,22.7,9.4,54.7,1016.9,27.6,2.6,210.6,18.1,8,06:53:21,17:57:02,0.38,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
23-01-2024,25,19.6,21.9,25,19.6,21.9,18.2,79.9,0.9,100,37.5,rain,0,0,21.6,9.4,68.4,1015.7,81.6,2,165.7,14.2,7,06:53:14,17:57:42,0.41,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
24-01-2024,27,15.1,20.3,26.5,15.1,20.3,11,57.8,0,0,0,,0,0,23.4,7.6,6,1016.9,21.8,3.3,221.1,19.1,8,06:53:05,17:58:22,0.45,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
25-01-2024,26,10,18.3,26,10,18.3,8.3,54.1,0,0,0,,0,0,25.6,11.2,35.2,1019.1,9.4,3.6,225.3,19.7,8,06:52:54,17:59:02,0.5,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
26-01-2024,27,11.6,18.8,26.6,11.6,18.7,10.4,61.1,0,0,0,,0,0,24.5,11.2,63.1,1020.4,16.4,3.1,225.2,19.5,8,06:52:43,17:59:41,0.52,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
27-01-2024,28,12,19.5,27.3,12,19.4,10.8,60.2,0,0,0,,0,0,20.2,6.6,67.3,1020.2,41.2,3.2,223,19.4,8,06:52:30,18:00:20,0.55,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
28-01-2024,30,12.8,20.2,28.8,12.8,20.1,11.9,62.5,0,0,0,,0,0,20.2,11.2,141.1,1019,31.8,3.6,225.1,19.7,8,06:52:16,18:00:59,0.58,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
29-01-2024,30,13.9,21.6,29.7,13.9,21.5,13.5,62.6,0,0,0,,0,0,20.5,12.7,188.1,1017.5,22.8,3,222,19.2,8,06:52:00,18:01:38,0.62,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
30-01-2024,29,15,22,29.1,15,22.1,15,66.2,0,0,0,,0,0,20.2,9.4,93.8,1016.5,17.1,3.2,215.1,18.5,8,06:51:44,18:02:16,0.65,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
31-01-2024,30,17,22.8,30.4,17,23,16.2,67.4,0,0,0,,0,0,26.3,13,192.4,1015.3,38,2.9,176.4,15.3,7,06:51:26,18:02:54,0.68,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
01-02-2024,30,18,24,30.8,18,24.3,17.4,68.2,0,0,0,,0,0,15.5,7.6,96,1015.3,36.1,2.8,192.1,16.7,7,06:51:06,18:03:31,0.71,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
02-02-2024,30,18,23.6,30,18,23.6,15.5,61.7,0,0,0,,0,0,23,7.6,42.8,1016.9,28.7,3.5,202.5,17.6,8,06:50:46,18:04:08,0.75,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
03-02-2024,30,15,22.7,29.2,15,22.6,13.2,57.2,0,0,0,,0,0,24.5,7.6,67,1018.2,0.3,3.6,226.6,19.5,8,06:50:24,18:04:45,0.75,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
04-02-2024,32,16,23.5,31.3,16,23.3,14.1,58.4,0,0,0,,0,0,21.6,9.4,108.7,1018.4,0,3.7,226.9,19.8,8,06:50:01,18:05:21,0.81,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
05-02-2024,33,16.7,24.8,35.3,16.7,25.4,16.9,63.3,0,0,0,,0,0,30.2,14.8,223.3,1016.8,3.9,3.5,223.2,19.4,8,06:49:37,18:05:57,0.85,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
06-02-2024,34,18,26,35.1,18,26.4,17.2,60.4,0,0,0,,0,0,23,14.8,266.1,1016.8,3.8,3.4,228.1,19.8,8,06:49:12,18:06:32,0.88,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
07-02-2024,31,19.7,25.1,32.4,19.7,25.5,17.8,65.5,0,0,0,,0,0,20.5,14.8,53.1,1017.9,4.6,3.4,225.6,19.6,8,06:48:45,18:07:07,0.91,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
08-02-2024,28,18.8,22.8,27.5,18.8,22.7,10.8,48,0,0,0,,0,0,28.4,9.4,35.9,1018.8,12.1,3.8,226.5,19.6,8,06:48:17,18:07:41,0.94,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
09-02-2024,29,15.7,21.9,27.9,15.7,21.7,7.9,41.9,0,0,0,,0,0,25.9,12.1,53.9,1018.5,11.5,3.8,236,20.4,8,06:47:49,18:08:15,0.98,Clear,Clear conditions througho...,clear-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
10-02-2024,29,17,22.8,31.3,17,23.2,14.1,58.4,4.5,100,20.83,rain,0,0,35.6,7.6,62.2,1018.3,43.8,3.4,192.2,16.6,6,06:47:19,18:08:48,0,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
11-02-2024,30,19,23.7,34.1,19,24.5,18.8,74.4,7.8,100,41.67,rain,0,0,37.1,22.3,119.3,1018.1,53.5,2.8,194.1,17,7,06:46:48,18:09:21,0.05,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
12-02-2024,29.8,19.8,24.2,31.4,19.8,24.7,19.3,75.7,1.4,100,25,rain,0,0,36.4,14.8,130.8,1017.9,61.3,2.6,209.4,18.1,8,06:46:15,18:09:54,0.08,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
13-02-2024,31,20,24.9,32.4,20,25.2,17.9,66.6,0,0,0,,0,0,34.9,15.7,146.9,1016.9,64.8,3.5,209.6,18.1,8,06:45:42,18:10:26,0.11,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
14-02-2024,31,18.8,24.7,32.4,18.8,25.1,18,67.8,0,0,0,,0,0,20.2,13.1,201.8,1016.3,53.8,3.6,229.6,19.9,8,06:45:08,18:10:57,0.15,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
15-02-2024,30,20.9,25.3,32.5,20.9,26,19.2,69.9,0.1,100,4.17,rain,0,0,29.9,11.1,37.3,1017.5,50.7,2.7,223.8,19.3,8,06:44:33,18:11:28,0.18,"Rain, Partially cloudy",Partly cloudy throughout ...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
16-02-2024,33,19.6,25.6,34.1,19.6,26.2,18.1,65.1,0.1,100,4.17,rain,0,0,25.9,7.6,75.3,1018,37.3,2.9,219.9,19.2,8,06:43:57,18:11:58,0.25,"Rain, Partially cloudy",Clearing in the afternoon...,rain,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
17-02-2024,33,21,25.9,32.6,21,26,16.8,59.9,0,0,0,,0,0,19.8,9.4,212.2,1015.5,40.5,3.5,198,17.1,8,06:43:19,18:12:28,0.25,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
18-02-2024,34,21.6,26.9,32.7,21.6,26.6,15.4,52.6,0,0,0,,0,0,18.4,13,204.8,1013.7,54.8,3.6,202.2,17.6,7,06:42:41,18:12:58,0.29,Partially cloudy,Partly cloudy throughout ...,partly-cloudy-day,"42939099999,VANP,42867099...",obs,"Nagpur, MH, India"
